tweetid,tweet,created_time,author,language
1647351997249536003,#mkrusdt BUY DCA LONG LIMIT BUY 768.11 (-1.03 % 4.1 USD) #MKR $MKR #Maker [+25 6h ago] #cryptotrading #megabot https://t.co/1LpBfJRWCB,2023-04-15 21:31:37+00:00,M3GAB0T,en
1647347298844680193,"In the past hour, $MKR has gained 7 new holders. The total number of $MKR holders is now 94,574. #MKR #MakerDao https://t.co/CMB7HE587H",2023-04-15 21:12:56+00:00,MakerDao Live,en
1647347268410908673,"The current price of one $MKR coin is: $769.67, -0.1658% change in the last hour, -1.04868% change in the last 24 hours. 24H Volume: $36,796,646. Market Cap: $693,552,719. #MKR #MakerDao",2023-04-15 21:12:49+00:00,MakerDao Live,en
1647332878898851842,"The current price of one $MKR coin is: $769.17, -0.5373% change in the last hour, -0.71075% change in the last 24 hours. 24H Volume: $36,853,378. Market Cap: $694,503,563. #MKR #MakerDao",2023-04-15 20:15:38+00:00,MakerDao Live,en
1647317044084260865,"The current price of one $MKR coin is: $773.76, +0.25572% change in the last hour, +0.1027% change in the last 24 hours. 24H Volume: $36,959,789. Market Cap: $697,449,705. #MKR #MakerDao",2023-04-15 19:12:43+00:00,MakerDao Live,en
1647302438074892288,"The current price of one $MKR coin is: $770.87, -0.20735% change in the last hour, -0.12063% change in the last 24 hours. 24H Volume: $37,421,767. Market Cap: $694,817,324. #MKR #MakerDao",2023-04-15 18:14:41+00:00,MakerDao Live,en
1647299052210475012,Best cryptos #BTC #LTC #DOGE #SHIBA #BABYDOGE #MKR,2023-04-15 18:01:14+00:00,NFACRYPTOMIND,en
1647290169719152640,"$Bitcoin TO $100,000 SOONER THAN YOU THINK‼️💯🙏 #Bitcoin TO $100,000 WHETHER YOU BELIEVE OR NOT‼️💯🙏 $BKKT $CORZQ #StocksInFocus Linked to #BTC #Bitcoin #BTC #SHIB #HOGE #SAITAMA #BNB #ETH #BabyFloki #LTC #XRP #ADA #SOL #DASH #MATIC #MKR #AXS #ENJ #AltCoinSeason https://t.co/qCmR8Wnz9x",2023-04-15 17:25:56+00:00,SHIB Craft 🔥🚀🥇,en
1647287192073519111,"🟢🟢 The current price of one $MKR coin is: $772.14, -0.33903% change in the last hour, +1.08022% change in the last 24 hours. 24H Volume: $37,167,659. Market Cap: $695,852,779. #MKR #MakerDao",2023-04-15 17:14:06+00:00,MakerDao Live,en
1647286673976471555,"$Bitcoin TO $100,000 SOONER THAN YOU THINK‼️💯🙏 #Bitcoin TO $100,000 WHETHER YOU BELIEVE OR NOT‼️💯🙏 $BKKT $CORZQ #StocksInFocus Linked to #BTC #Bitcoin #BTC #SHIB #HOGE #SAITAMA #BNB #DOGE #ETH #BabyFloki #LTC #XRP #ADA #SOL #DASH #MATIC #MKR #AXS #ENJ #AltCoinSeason https://t.co/Z5MfFba8QW",2023-04-15 17:12:02+00:00,SHIB Bezos,en
1647271697526009861,"🟢🟢 The current price of one $MKR coin is: $774.69, -0.0379% change in the last hour, +1.46836% change in the last 24 hours. 24H Volume: $38,010,829. Market Cap: $698,720,879. #MKR #MakerDao",2023-04-15 16:12:32+00:00,MakerDao Live,en
1647260238003707904,#mkrusdt BUY BREAKOUT LONG 776.12 (25 USD) #MKR $MKR #Maker #cryptotrading #megabot https://t.co/lDWrW7jiv0,2023-04-15 15:27:00+00:00,M3GAB0T,en
1647245922324152322,Last Trade #Signal $BAKE 33.21% #MKR 1.11% #DYDX 78.03% #AUCTION 27.86% #LDO 10.75% #CVX 44.66% $AUDIO 18.71% $PHB 82.26% $NEO 38.80% #RAY 74.23% All Details on Bio Total Profit 409.63%,2023-04-15 14:30:06+00:00,Trading Sweetie 🦋,en
1647245903768567808,Last Trade #Signal $BAKE 33.21% #MKR 1.11% #DYDX 78.03% #AUCTION 27.86% #LDO 10.75% #CVX 44.66% $AUDIO 18.71% $PHB 82.26% $NEO 38.80% #RAY 74.23% All Details on Bio Total Profit 409.63%,2023-04-15 14:30:02+00:00,Trend Maker,en
1647245901910491138,Last Trade #Signal $BAKE 33.21% #MKR 1.11% #DYDX 78.03% #AUCTION 27.86% #LDO 10.75% #CVX 44.66% $AUDIO 18.71% $PHB 82.26% $NEO 38.80% #RAY 74.23% All Details on Bio Total Profit 409.63%,2023-04-15 14:30:02+00:00,Moon Girl 💃,en
1647245901851680768,Last Trade #Signal $BAKE 33.21% #MKR 1.11% #DYDX 78.03% #AUCTION 27.86% #LDO 10.75% #CVX 44.66% $AUDIO 18.71% $PHB 82.26% $NEO 38.80% #RAY 74.23% All Details on Bio Total Profit 409.63%,2023-04-15 14:30:02+00:00,Arta,en
1647245901134528521,Last Trade #Signal $BAKE 33.21% #MKR 1.11% #DYDX 78.03% #AUCTION 27.86% #LDO 10.75% #CVX 44.66% $AUDIO 18.71% $PHB 82.26% $NEO 38.80% #RAY 74.23% All Details on Bio Total Profit 409.63%,2023-04-15 14:30:01+00:00,AFD Traders,en
1647242052265037826,"The current price of one $MKR coin is: $777.92, -0.45117% change in the last hour, +0.06709% change in the last 24 hours. 24H Volume: $39,777,272. Market Cap: $702,239,936. #MKR #MakerDao",2023-04-15 14:14:44+00:00,MakerDao Live,en
1647226198399803392,"In the past hour, $MKR has gained 14 new holders. The total number of $MKR holders is now 94,568. #MKR #MakerDao https://t.co/CMB7HE587H",2023-04-15 13:11:44+00:00,MakerDao Live,en
1647226166535651328,"The current price of one $MKR coin is: $782.57, +0.47725% change in the last hour, +0.31663% change in the last 24 hours. 24H Volume: $40,380,945. Market Cap: $705,430,321. #MKR #MakerDao",2023-04-15 13:11:36+00:00,MakerDao Live,en
1647211178249052160,"The current price of one $MKR coin is: $780.37, +0.18198% change in the last hour, +0.26531% change in the last 24 hours. 24H Volume: $40,444,776. Market Cap: $703,384,427. #MKR #MakerDao",2023-04-15 12:12:03+00:00,MakerDao Live,en
1647188829273751554,"In the past 24 hours, $MKR has gained 33 new holders. The total number of $MKR holders is now 94,554. #MKR #MakerDao @MakerDAO https://t.co/CMB7HE5FXf",2023-04-15 10:43:14+00:00,MakerDao Live,en
1647184542455799808,#mkrusdt SELL LONG Position Closed 778.22 (0.38 % 27.0 of 27.0 USD) #MKR $MKR #Maker #cryptotrading #megabot https://t.co/jGkAwKrt7H,2023-04-15 10:26:12+00:00,M3GAB0T,en
1647180768282660864,"The current price of one $MKR coin is: $775.05, +0.1769% change in the last hour, -0.72223% change in the last 24 hours. 24H Volume: $39,855,165. Market Cap: $698,622,147. #MKR #MakerDao",2023-04-15 10:11:12+00:00,MakerDao Live,en
1647165849026060288,"The current price of one $MKR coin is: $773.49, +0.38408% change in the last hour, -0.06401% change in the last 24 hours. 24H Volume: $41,444,303. Market Cap: $696,479,771. #MKR #MakerDao",2023-04-15 09:11:55+00:00,MakerDao Live,en
1647150501069484034,"The current price of one $MKR coin is: $770.83, +0.19978% change in the last hour, -1.04201% change in the last 24 hours. 24H Volume: $41,412,009. Market Cap: $694,879,816. #MKR #MakerDao",2023-04-15 08:10:56+00:00,MakerDao Live,en
1647136618950668289,"The current price of one $MKR coin is: $767.93, -0.14872% change in the last hour, -1.96105% change in the last 24 hours. 24H Volume: $42,410,269. Market Cap: $691,285,485. #MKR #MakerDao",2023-04-15 07:15:46+00:00,MakerDao Live,en
1647120688942022657,"The current price of one $MKR coin is: $768.76, +0.09899% change in the last hour, -1.94121% change in the last 24 hours. 24H Volume: $41,638,875. Market Cap: $693,190,069. #MKR #MakerDao",2023-04-15 06:12:28+00:00,MakerDao Live,en
1647107469569654785,"The current price of one $MKR coin is: $768.1, -0.05456% change in the last hour, -2.03529% change in the last 24 hours. 24H Volume: $42,562,128. Market Cap: $692,238,588. #MKR #MakerDao",2023-04-15 05:19:57+00:00,MakerDao Live,en
1647090543925551104,"The current price of one $MKR coin is: $768.6, -0.01727% change in the last hour, -1.48214% change in the last 24 hours. 24H Volume: $43,559,059. Market Cap: $693,392,005. #MKR #MakerDao",2023-04-15 04:12:41+00:00,MakerDao Live,en
1647075222707683328,"The current price of one $MKR coin is: $768.44, +0.09601% change in the last hour, -1.49765% change in the last 24 hours. 24H Volume: $42,967,781. Market Cap: $693,166,325. #MKR #MakerDao",2023-04-15 03:11:48+00:00,MakerDao Live,en
1647060393947217921,"The current price of one $MKR coin is: $765.87, -0.53181% change in the last hour, -1.97862% change in the last 24 hours. 24H Volume: $43,839,762. Market Cap: $689,507,642. #MKR #MakerDao",2023-04-15 02:12:53+00:00,MakerDao Live,en
1647044956853350401,"In the past hour, $MKR has gained 4 new holders. The total number of $MKR holders is now 94,554. #MKR #MakerDao https://t.co/CMB7HE587H",2023-04-15 01:11:32+00:00,MakerDao Live,en
1647044925282742279,"The current price of one $MKR coin is: $770.01, -0.76498% change in the last hour, +0.34987% change in the last 24 hours. 24H Volume: $47,491,868. Market Cap: $694,436,126. #MKR #MakerDao",2023-04-15 01:11:25+00:00,MakerDao Live,en
1647030923488051201,"In the past hour, $MKR has gained 3 new holders. The total number of $MKR holders is now 94,550. #MKR #MakerDao https://t.co/CMB7HE587H",2023-04-15 00:15:47+00:00,MakerDao Live,en
1647030892655783944,"🟢🟢 The current price of one $MKR coin is: $774.38, -0.10458% change in the last hour, +2.63499% change in the last 24 hours. 24H Volume: $47,161,735. Market Cap: $698,045,319. #MKR #MakerDao",2023-04-15 00:15:39+00:00,MakerDao Live,en
1647014759227703299,"🟢🟢 The current price of one $MKR coin is: $772.51, -0.35273% change in the last hour, +2.75203% change in the last 24 hours. 24H Volume: $46,926,268. Market Cap: $696,310,097. #MKR #MakerDao",2023-04-14 23:11:33+00:00,MakerDao Live,en
1646999975899942912,"🟢🟢🟢🟢 The current price of one $MKR coin is: $774.52, -0.42509% change in the last hour, +3.13923% change in the last 24 hours. 24H Volume: $44,731,929. Market Cap: $698,818,446. #MKR #MakerDao",2023-04-14 22:12:48+00:00,MakerDao Live,en
1646984876325740551,"🟢🟢🟢🟢 The current price of one $MKR coin is: $778.68, +0.51704% change in the last hour, +4.2539% change in the last 24 hours. 24H Volume: $44,317,037. Market Cap: $702,003,953. #MKR #MakerDao",2023-04-14 21:12:48+00:00,MakerDao Live,en
1646971721998651416,"🟢🟢🟢🟢 The current price of one $MKR coin is: $772.87, -0.01244% change in the last hour, +3.57117% change in the last 24 hours. 24H Volume: $45,499,284. Market Cap: $696,774,208. #MKR #MakerDao",2023-04-14 20:20:32+00:00,MakerDao Live,en
1646966776087957523,Last Trade #Signal #GAL 37.06% #DEFI 37.39% $AAVE 18.54% #CVX 64.41% #MKR 96.70% #FIL 1.90% $XTZ 57.00% $DOT 84.33% #HNT 68.50% #BTCDOM 57.18% All Details on Bio Total Profit 523.01%,2023-04-14 20:00:53+00:00,Trend Maker,en
1646966775471374336,Last Trade #Signal #GAL 37.06% #DEFI 37.39% $AAVE 18.54% #CVX 64.41% #MKR 96.70% #FIL 1.90% $XTZ 57.00% $DOT 84.33% #HNT 68.50% #BTCDOM 57.18% All Details on Bio Total Profit 523.01%,2023-04-14 20:00:53+00:00,Moon Girl 💃,en
1646966775265873923,Last Trade #Signal #GAL 37.06% #DEFI 37.39% $AAVE 18.54% #CVX 64.41% #MKR 96.70% #FIL 1.90% $XTZ 57.00% $DOT 84.33% #HNT 68.50% #BTCDOM 57.18% All Details on Bio Total Profit 523.01%,2023-04-14 20:00:53+00:00,Trading Sweetie 🦋,en
1646966774997438471,Last Trade #Signal #GAL 37.06% #DEFI 37.39% $AAVE 18.54% #CVX 64.41% #MKR 96.70% #FIL 1.90% $XTZ 57.00% $DOT 84.33% #HNT 68.50% #BTCDOM 57.18% All Details on Bio Total Profit 523.01%,2023-04-14 20:00:52+00:00,Arta,en
1646966774909358080,Last Trade #Signal #GAL 37.06% #DEFI 37.39% $AAVE 18.54% #CVX 64.41% #MKR 96.70% #FIL 1.90% $XTZ 57.00% $DOT 84.33% #HNT 68.50% #BTCDOM 57.18% All Details on Bio Total Profit 523.01%,2023-04-14 20:00:52+00:00,AFD Traders,en
1646954415482458122,"🟢🟢🟢🟢 The current price of one $MKR coin is: $772.96, +0.2588% change in the last hour, +3.27569% change in the last 24 hours. 24H Volume: $46,765,150. Market Cap: $696,558,565. #MKR #MakerDao",2023-04-14 19:11:46+00:00,MakerDao Live,en
1646943139075072017,✴️ Can The #XRP Chart Reveal Anything About The Case &amp; #Crypto? $XRP #THETA #DOGE #VET #SOL #KLAY #EOS #LUNA #XMR #CRO #MIOTA #BTT #BSV #FTT #XTZ #ATOM #ALGO #XEM #EGLD #CAKE #KSM #DAI #HOT #DASH #CHZ #RUNE #HBAR #ZEC #DCR #ENJ #MKR #STX #GRT #ETC #COMP #NEAR #SNX #ZIL #BAT #LEO https://t.co/C5G6Xllda3,2023-04-14 18:26:57+00:00,100x Crypto Signal Finder💸💸💲💰,en
1646940032953884673,"In the past hour, $MKR has gained 26 new holders. The total number of $MKR holders is now 94,547. #MKR #MakerDao https://t.co/CMB7HE587H",2023-04-14 18:14:37+00:00,MakerDao Live,en
1646939998032211968,"🟢🟢🟢🟢 The current price of one $MKR coin is: $773.14, +1.1948% change in the last hour, +3.12766% change in the last 24 hours. 24H Volume: $48,099,169. Market Cap: $695,398,003. #MKR #MakerDao",2023-04-14 18:14:28+00:00,MakerDao Live,en
1646938046384975872,Track where the buyers are going on #ALTCOINS with https://t.co/LRb24FEYMt so you can jump in before everyone else #cryptoscanner #BTC #ETH #INJ #ARB #RPL #LRC #KLAY #OP #AGIX #OKB #FXS #WOO #RNDR #CSPR #LDO #ADA #IMX #GRT #MKR #MASK https://t.co/wAkEF1oDW2,2023-04-14 18:06:43+00:00,Adz Hickman,en
1646924397242900493,"🟢🟢 The current price of one $MKR coin is: $765.16, +0.22022% change in the last hour, +2.87731% change in the last 24 hours. 24H Volume: $48,058,259. Market Cap: $688,539,504. #MKR #MakerDao",2023-04-14 17:12:29+00:00,MakerDao Live,en
1646923022182277121,The most hyped app next month gonna be @SmartNetwork27 Token is confirmed so we can farm it. When people realize the potential - token will explode https://t.co/W7a9nyiooc #YFI #MKR #COMP #AAVE #DAI #DPI #DOT #ADA #BSC $LINK $BAND $TRB $DIA $GRT,2023-04-14 17:07:01+00:00,Adob Iv,en
1646914543615098880,#MKR #MKRimg : 1hour 1min sri low 2023-04-15 01:33:19.877666 https://t.co/gcERhPrJQr,2023-04-14 16:33:20+00:00,Cryptocurrency bot SRI,en
1646913917179019265,"After the #QNT hack, is the selling pressure coming from the wallet addresses transferred to Exchanges still large? Did you catch the bottom of #QNT to eat the rebound? Will there be a fud episode like #MKR and #FXS? #FOMO #FOMOonchain #FOMOinsight https://t.co/SgtgBdNCai",2023-04-14 16:30:50+00:00,FOMOonchain,en
1646910416264519682,"🟢🟢 The current price of one $MKR coin is: $766.63, -1.26976% change in the last hour, +2.96444% change in the last 24 hours. 24H Volume: $45,676,079. Market Cap: $689,897,364. #MKR #MakerDao",2023-04-14 16:16:56+00:00,MakerDao Live,en
1646900177356091393,"#mkrusdt BUY DCA LONG LIMIT BUY 763.67 (-1.82 % 4.1 USD) #MKR $MKR #Maker [+4 12s ago,+50 110m ago] #cryptotrading #megabot https://t.co/2dEAHtUV9L",2023-04-14 15:36:14+00:00,M3GAB0T,en
1646895372076306433,"🟢🟢🟢🟢 The current price of one $MKR coin is: $776.43, -0.09768% change in the last hour, +3.97841% change in the last 24 hours. 24H Volume: $45,321,469. Market Cap: $699,693,826. #MKR #MakerDao",2023-04-14 15:17:09+00:00,MakerDao Live,en
1646892706403168258,MkrUsd purchases $708.57 to $664.81 Stoploss at $633.27 Target. $884.31 partial at $779.97 #MKR #cryptocurrency #Bitcoin if you get it right contribute with part of the profit Bep20 0x5F4d3C0613779c8dd5dCEc64ADC18ac37EEe5a25 https://t.co/2A8DdUl7ax,2023-04-14 15:06:33+00:00,TradeABTC,en
1646879093021868032,"🟢🟢🟢🟢 The current price of one $MKR coin is: $778.57, -0.19568% change in the last hour, +4.65987% change in the last 24 hours. 24H Volume: $45,509,313. Market Cap: $701,606,634. #MKR #MakerDao",2023-04-14 14:12:27+00:00,MakerDao Live,en
1646878447942225923,$MKR CUP &amp; HANDLE #MKR https://t.co/CbCKLfoM1V,2023-04-14 14:09:54+00:00,Wolf 🐺,en
1646877291161726977,#CRYPTO is shooting up! Use https://t.co/LRb24FEYMt to find where COINS are moving. Track crypto with HIGH buyers and moving in PRICE! #BTC #ETH #INJ #RPL #ARB #OKB #KLAY #OP #LRC #RNDR #LDO #FXS #WOO #ADA #GRT #IMX #MINA #MKR #LINK #MASK https://t.co/eLM5gIa6Ma,2023-04-14 14:05:18+00:00,Adz Hickman,en
1646872377073057793,#mkrusdt BUY LOW LONG 777.79 (50.0 USD) #MKR $MKR #Maker #cryptotrading #megabot https://t.co/gXXlc82hZP,2023-04-14 13:45:46+00:00,M3GAB0T,en
1646864122707951616,"🟢🟢🟢🟢 The current price of one $MKR coin is: $781.95, +0.46923% change in the last hour, +4.88561% change in the last 24 hours. 24H Volume: $44,828,066. Market Cap: $703,939,505. #MKR #MakerDao",2023-04-14 13:12:58+00:00,MakerDao Live,en
1646854975765585921,"🟢🟢🟢🟢 The current price of one $MKR coin is: $780.21, +0.09317% change in the last hour, +4.88665% change in the last 24 hours. 24H Volume: $44,337,392. Market Cap: $703,033,037. #MKR #MakerDao",2023-04-14 12:36:37+00:00,MakerDao Live,en
1646854193695555584,How High Can We Go? #BTC #BNB #ETH #Ethereum #XRP #XRPUSDT #trxusd #trxbtc #TronNetwork #YFI #MKR #BCH #comp #AAVE #AVAX #ADA #XLM #BAT #DASH #XMR #NANO #NEO #ZEC #1inch #UNI #LTC #LINK #THETA #DOGE #VET #SOL #KLAY #EOS #LUNA #XMR #CRO #MIOTA #BTT #BSV #FTT #XTZ #ATOM #ALGO #XEM https://t.co/2gS8k4Ph1Q,2023-04-14 12:33:31+00:00,100x Crypto Signal Finder💸💸💲💰,en
1646847469693575170,"Shorted MKR for VIP members 🥂 👉 Signals posted on free channel aren't available, need VIP subscription to enter in at right time. Binance Futures #MKR/#USDT Take-Profit target 1 ✅ Profit: 60.3567% 📈 Period: 2 Hours 59 Minutes ⏰ https://t.co/CHchpWjsTW",2023-04-14 12:06:48+00:00,signal guy!,en
1646845669317963777,"🟢🟢🟢🟢 The current price of one $MKR coin is: $777.97, -0.2394% change in the last hour, +4.67619% change in the last 24 hours. 24H Volume: $44,372,133. Market Cap: $700,979,929. #MKR #MakerDao",2023-04-14 11:59:39+00:00,MakerDao Live,en
1646829622225403906,#Altcoin portfolio update HODL #ETH #ALGO #LINA #TRVL #BNB Mediums #ATOM #HBAR #STX #LIT #SAND #AVAX #EGLD #IOTA #AAVE #XRP #GT #CERE #CRO #ATH Smalls #CHZ #MINT #MKR #ERN #KMD #ALGOBLK #UNFI #NEAR #KLAY #JASMY #UTK #ATA #TVK #THETA #SYN #ACH #COTI #MINA #JUV #ATM #LRC https://t.co/3Pna9xV8IV,2023-04-14 10:55:53+00:00,CryptoAccumulator,en
1646828068424626178,The 6 th long flying for us! Binance Futures #MKR/#USDT Take-Profit target 1 ✅ Profit: 106.9042% 📈 Period: 57 Minutes ⏰,2023-04-14 10:49:42+00:00,signal guy!,en
1646823665076502530,Crypto markets are very sensitive and moves can be amplified more as they're less liquid than traditional markets. Means easier to move and more subject to PANIC and FUD. Binance Futures #MKR/#USDT All take-profit targets achieved 😎 Profit: 289.0205% 📈 Period: 4 Days 13,2023-04-14 10:32:12+00:00,signal guy!,en
1646820395301969922,MARKET OVERVIEW TOP PROJECTS BY #TVL: #Lido $LDO #MakerDAO #MKR #Aave $AAVE #CurveDAO $CRV #Uniswap $UNI TOP CHAINS BY #TVL: #Ethereum $ETH #Tron $TRX #BNBchain $BNB #Arbitrum $ARB #Polygon $MATIC TRENDING ASSETS: $ARB $ID $ZZ $BDX $APT $CHR https://t.co/ZkOHuuxcVF,2023-04-14 10:19:13+00:00,Cryptogics,en
1646818199302729728,"🟢🟢🟢🟢 The current price of one $MKR coin is: $780.15, +0.73278% change in the last hour, +5.07841% change in the last 24 hours. 24H Volume: $44,815,647. Market Cap: $703,210,147. #MKR #MakerDao @MakerDAO",2023-04-14 10:10:29+00:00,MakerDao Live,en
1646793062423711749,Caught this 3 shorts for you! Binance Futures #MKR/#USDT Take-Profit target 2 ✅ Profit: 91.4962% 📈 Period: 1 Days 19 Hours 2 Minutes ⏰ https://t.co/9Uu22j6mGe,2023-04-14 08:30:36+00:00,signal guy!,en
1646789960589094912,It is all this small profis that make you reach your goals 🤝🥂 Binance Futures #MKR/#USDT Take-Profit target 1 ✅ Profit: 41.0811% 📈 Period: 44 Minutes ⏰ https://t.co/ttnazXBOeN,2023-04-14 08:18:17+00:00,signal guy!,en
1646787046659473411,"FORGET #BITCOIN, #ALTCOINS are MOVING! With https://t.co/LRb24FEYMt you can track all the top performers with the current run. #BTC #ETH #ARB #RPL #OP #WOO #LDO #CVX #APT #FXS #DYDX #OKB #ADA #KLAY #DOGE #LRC #CRV #AGIX #LINK #MKR https://t.co/nm57Pxo1N9",2023-04-14 08:06:42+00:00,Adz Hickman,en
1646783335966863361,"Welcome new members, heres a summary of how I trade and if it suits you feel free to follow me #Top_wins Binance Futures #MKR/#USDT Take-Profit target 3 ✅ Profit: 243.5392% 📈 Period: 2 Days 16 Hours 41 Minutes ⏰",2023-04-14 07:51:57+00:00,signal guy!,en
1646770675099619329,#MKR 12% up - only matter of time till we hit TP - congratzzz🎉 https://t.co/7J9RUrUMR8 https://t.co/l0EDAfG6t0,2023-04-14 07:01:39+00:00,Lala,en
